#,dist(asec),prob.,link ref,link,identifier,typ,coord1 (ICRS J2000/2000),Mag U,Mag B,Mag V,Mag R,Mag I,spec. type,#bib,#not
945,893.95,100,2010ApJS..186..191C,B,NGC 869 107,*,02 17 09.0150858408 +57 06 05.241077964,~,15.226,14.7753,~,14.235,B8.2V,4,0
946,900.34,75,2015RAA....15.1197Z,S,NGC 869 111,*,02 17 10.4568458592 +57 11 41.033669892,~,15.709,15.179,~,14.544,A2.0V,5,0
947,900.34,100,2010ApJS..186..191C,B,NGC 869 111,*,02 17 10.4568458592 +57 11 41.033669892,~,15.709,15.179,~,14.544,A2.0V,5,0
948,1306.21,100,2010ApJS..186..191C,B,NGC 869 122,*,02 17 12.9997265448 +57 24 34.015408812,~,14.804,14.331,~,13.7085,B8.1V,4,0
949,1068.89,100,2012AJ....144..158M,B,NGC 869 138,*,02 17 15.8378265024 +57 19 18.128655660,~,12.185,11.8342,~,11.4139,~,5,0
950,799.02,100,2010ApJ...722..605H,B,NGC 869 164,*,02 17 20.6923227720 +57 06 10.372402440,~,11.969,11.6755,~,11.3195,~,8,0
951,799.70,100,2010ApJS..186..191C,B,NGC 869 170,*,02 17 21.2969195136 +57 05 36.628430964,~,14.876,14.458,~,14.0080,B9.7V,5,0
952,855.36,100,2010ApJS..186..191C,B,NGC 869 181,*,02 17 24.9893439816 +57 14 45.022327620,~,15.836,15.258,~,14.565,A2.5V,4,0
953,754.24,70,2020A&A...633A..99C,B,NGC 869 190,Be?,02 17 25.7360605224 +57 06 42.232312800,~,12.418,12.1378,~,11.8134,~,9,0
954,754.24,70,2020A&A...640A...1C,B,NGC 869 190,Be?,02 17 25.7360605224 +57 06 42.232312800,~,12.418,12.1378,~,11.8134,~,9,0
955,754.24,100,2010ApJ...722..605H,B,NGC 869 190,Be?,02 17 25.7360605224 +57 06 42.232312800,~,12.418,12.1378,~,11.8134,~,9,0
956,808.88,50,2020A&A...633A..99C,B,NGC 869 192,*,02 17 26.6354372064 +57 13 25.566596328,~,15.608,15.056,~,14.3691,A1.3V,5,0
957,808.88,100,2010ApJS..186..191C,B,NGC 869 192,*,02 17 26.6354372064 +57 13 25.566596328,~,15.608,15.056,~,14.3691,A1.3V,5,0
958,759.10,80,2020A&A...633A..99C,B,NGC 869 194,*,02 17 26.4347586048 +57 05 34.060078320,~,13.517,13.2340,~,12.8349,~,6,0
959,759.10,80,2020A&A...640A...1C,B,NGC 869 194,*,02 17 26.4347586048 +57 05 34.060078320,~,13.517,13.2340,~,12.8349,~,6,0
960,641.86,100,2010ApJS..186..191C,B,NGC 869 263,*,02 17 39.5103269787 +57 06 50.218084633,~,16.412,15.723,~,14.970,A7.3V,5,0
961,657.96,70,2020A&A...633A..99C,B,NGC 869 279,*,02 17 40.9727028744 +57 11 27.325582836,~,15.395,14.839,~,14.150,B9.5V,7,0
962,657.96,70,2020A&A...640A...1C,B,NGC 869 279,*,02 17 40.9727028744 +57 11 27.325582836,~,15.395,14.839,~,14.150,B9.5V,7,0
963,657.96,100,2010ApJS..186..191C,B,NGC 869 279,*,02 17 40.9727028744 +57 11 27.325582836,~,15.395,14.839,~,14.150,B9.5V,7,0
964,657.96,100,2018A&A...616A..10G,B,NGC 869 279,*,02 17 40.9727028744 +57 11 27.325582836,~,15.395,14.839,~,14.150,B9.5V,7,0
965,618.89,80,2020A&A...633A..99C,B,NGC 869 283,*,02 17 41.8941815814 +57 08 32.808821834,~,16.098,15.4855,~,14.7828,~,7,0
966,618.89,80,2020A&A...640A...1C,B,NGC 869 283,*,02 17 41.8941815814 +57 08 32.808821834,~,16.098,15.4855,~,14.7828,~,7,0
967,618.89,100,2018A&A...616A..10G,B,NGC 869 283,*,02 17 41.8941815814 +57 08 32.808821834,~,16.098,15.4855,~,14.7828,~,7,0
968,954.00,75,2015RAA....15.1197Z,S,NGC 869 284,*,02 17 42.6189565416 +57 20 15.372782772,~,15.167,14.285,~,~,~,3,0
969,888.56,80,2020A&A...633A..99C,B,ZTF J021743.29+571852.9,LP*,02 17 43.2964112952 +57 18 52.895786580,~,14.374,13.330,~,~,~,6,0
970,888.56,80,2020A&A...640A...1C,B,ZTF J021743.29+571852.9,LP*,02 17 43.2964112952 +57 18 52.895786580,~,14.374,13.330,~,~,~,6,0
971,617.09,100,2006ApJ...648..580H,S,NGC 869 289,*,02 17 43.3147959984 +57 06 10.693005084,~,12.089,11.7454,~,11.3982,B2.1V,9,0
972,617.09,100,2012AJ....144..158M,B,NGC 869 289,*,02 17 43.3147959984 +57 06 10.693005084,~,12.089,11.7454,~,11.3982,B2.1V,9,0
973,702.00,90,2020A&A...633A..99C,B,NGC 869 305,*,02 17 45.7480882870 +57 14 28.946725593,~,14.817,14.324,~,13.7633,B8.6V,8,0
974,702.00,90,2020A&A...640A...1C,B,NGC 869 305,*,02 17 45.7480882870 +57 14 28.946725593,~,14.817,14.324,~,13.7633,B8.6V,8,0
975,702.00,100,2010ApJS..186..191C,B,NGC 869 305,*,02 17 45.7480882870 +57 14 28.946725593,~,14.817,14.324,~,13.7633,B8.6V,8,0
976,621.99,100,2010ApJS..186..191C,B,NGC 869 306,*,02 17 45.3271592304 +57 04 47.605176660,~,12.405,12.054,~,11.649,B1.9V,5,0
977,616.91,100,2010ApJS..186..191C,B,NGC 869 307,*,02 17 46.2017176632 +57 11 24.970451892,~,13.203,12.7813,~,12.2502,B3.9V,9,0
978,616.91,100,2018A&A...616A..10G,B,NGC 869 307,*,02 17 46.2017176632 +57 11 24.970451892,~,13.203,12.7813,~,12.2502,B3.9V,9,0
979,616.91,100,2018A&A...618A..93C,B,NGC 869 307,*,02 17 46.2017176632 +57 11 24.970451892,~,13.203,12.7813,~,12.2502,B3.9V,9,0
980,616.91,100,2020A&A...633A..99C,B,NGC 869 307,*,02 17 46.2017176632 +57 11 24.970451892,~,13.203,12.7813,~,12.2502,B3.9V,9,0
981,616.91,100,2020A&A...640A...1C,B,NGC 869 307,*,02 17 46.2017176632 +57 11 24.970451892,~,13.203,12.7813,~,12.2502,B3.9V,9,0
982,639.20,100,2010ApJS..186..191C,B,NGC 869 324,*,02 17 48.6618749232 +57 13 06.035876148,~,16.152,15.523,~,14.7528,A3.6V,4,0
983,567.97,50,2020A&A...633A..99C,B,NGC 869 326,*,02 17 48.3901516800 +57 08 58.248171060,~,12.122,11.767,~,11.355,B3.2V,8,0
984,567.97,100,2010ApJS..186..191C,B,NGC 869 326,*,02 17 48.3901516800 +57 08 58.248171060,~,12.122,11.767,~,11.355,B3.2V,8,0
985,567.97,100,2018A&A...616A..10G,B,NGC 869 326,*,02 17 48.3901516800 +57 08 58.248171060,~,12.122,11.767,~,11.355,B3.2V,8,0
986,565.13,70,2020A&A...633A..99C,B,NGC 869 328,*,02 17 48.5912640336 +57 08 43.922316156,~,15.294,14.7180,~,~,B9.6V,7,0
987,565.13,70,2020A&A...640A...1C,B,NGC 869 328,*,02 17 48.5912640336 +57 08 43.922316156,~,15.294,14.7180,~,~,B9.6V,7,0
988,565.13,100,2018A&A...616A..10G,B,NGC 869 328,*,02 17 48.5912640336 +57 08 43.922316156,~,15.294,14.7180,~,~,B9.6V,7,0
989,862.32,80,2020A&A...633A..99C,B,NGC 869 335,*,02 17 49.9850575512 +57 19 05.750087124,~,15.125,14.4173,~,13.6710,~,5,0
990,862.32,80,2020A&A...640A...1C,B,NGC 869 335,*,02 17 49.9850575512 +57 19 05.750087124,~,15.125,14.4173,~,13.6710,~,5,0
991,611.82,100,2010ApJS..186..191C,B,NGC 869 336,*,02 17 49.3333302456 +57 03 51.865563276,~,14.989,14.466,~,13.9039,A0.0V,5,0
992,921.50,75,2015RAA....15.1197Z,S,NGC 869 338,*,02 17 50.7135042528 +57 20 25.539664524,~,14.755,13.912,~,~,~,3,0
993,714.64,80,2020A&A...633A..99C,B,NGC 869 342,*,02 17 51.0445112760 +57 15 47.266721388,~,15.249,14.6328,~,13.9595,B9.9V,6,0
994,714.64,80,2020A&A...640A...1C,B,NGC 869 342,*,02 17 51.0445112760 +57 15 47.266721388,~,15.249,14.6328,~,13.9595,B9.9V,6,0
995,714.64,100,2010ApJS..186..191C,B,NGC 869 342,*,02 17 51.0445112760 +57 15 47.266721388,~,15.249,14.6328,~,13.9595,B9.9V,6,0
996,562.66,100,2006ApJ...648..580H,S,NGC 869 350,*,02 17 51.5590872552 +57 10 43.145466384,~,12.137,11.7130,~,11.2194,B2.5V,10,0
997,562.66,100,2012AJ....144..158M,B,NGC 869 350,*,02 17 51.5590872552 +57 10 43.145466384,~,12.137,11.7130,~,11.2194,B2.5V,10,0
998,691.83,90,2020A&A...633A..99C,B,NGC 869 351,*,02 17 51.5892573480 +57 15 16.852217112,~,14.278,13.836,~,13.3634,B6.8V,6,0
999,691.83,90,2020A&A...640A...1C,B,NGC 869 351,*,02 17 51.5892573480 +57 15 16.852217112,~,14.278,13.836,~,13.3634,B6.8V,6,0
1000,691.83,100,2010ApJS..186..191C,B,NGC 869 351,*,02 17 51.5892573480 +57 15 16.852217112,~,14.278,13.836,~,13.3634,B6.8V,6,0
1001,669.91,70,2020A&A...633A..99C,B,NGC 869 367,*,02 17 54.5027972160 +57 15 11.141000604,~,16.423,15.745,~,14.975,A4.5V,6,0
1002,669.91,70,2020A&A...640A...1C,B,NGC 869 367,*,02 17 54.5027972160 +57 15 11.141000604,~,16.423,15.745,~,14.975,A4.5V,6,0
1003,669.91,100,2010ApJS..186..191C,B,NGC 869 367,*,02 17 54.5027972160 +57 15 11.141000604,~,16.423,15.745,~,14.975,A4.5V,6,0
1004,590.65,100,2018A&A...616A..10G,B,NGC 869 374,*,02 17 55.6446896688 +57 13 07.585582116,~,12.813,12.4445,~,11.9764,B3.7V,6,0
1005,606.41,90,2020A&A...633A..99C,B,NGC 869 375,*,02 17 55.4729348756 +57 02 31.700427758,~,13.60,13.2740,13.25,12.8933,~,8,0
1006,606.41,90,2020A&A...640A...1C,B,NGC 869 375,*,02 17 55.4729348756 +57 02 31.700427758,~,13.60,13.2740,13.25,12.8933,~,8,0
1007,606.41,100,2018A&A...616A..10G,B,NGC 869 375,*,02 17 55.4729348756 +57 02 31.700427758,~,13.60,13.2740,13.25,12.8933,~,8,0
1008,533.86,90,2020A&A...633A..99C,B,NGC 869 376,*,02 17 55.8733903560 +57 05 08.518149528,~,12.939,12.5481,~,12.1278,B3.6V,8,0
1009,533.86,90,2020A&A...640A...1C,B,NGC 869 376,*,02 17 55.8733903560 +57 05 08.518149528,~,12.939,12.5481,~,12.1278,B3.6V,8,0
1010,533.86,100,2018A&A...616A..10G,B,NGC 869 376,*,02 17 55.8733903560 +57 05 08.518149528,~,12.939,12.5481,~,12.1278,B3.6V,8,0
1011,509.25,80,2020A&A...633A..99C,B,NGC 869 379,*,02 17 56.7301705152 +57 06 14.302406916,~,15.241,14.714,~,14.147,B9.9V,7,0
1012,509.25,80,2020A&A...640A...1C,B,NGC 869 379,*,02 17 56.7301705152 +57 06 14.302406916,~,15.241,14.714,~,14.147,B9.9V,7,0
1013,509.25,100,2010ApJS..186..191C,B,NGC 869 379,*,02 17 56.7301705152 +57 06 14.302406916,~,15.241,14.714,~,14.147,B9.9V,7,0
1014,509.25,100,2018A&A...616A..10G,B,NGC 869 379,*,02 17 56.7301705152 +57 06 14.302406916,~,15.241,14.714,~,14.147,B9.9V,7,0
1015,476.45,80,2020A&A...633A..99C,B,NGC 869 391,*,02 17 59.5881687816 +57 08 49.776456876,~,15.788,15.1810,~,~,A3.1V,7,0
1016,476.45,80,2020A&A...640A...1C,B,NGC 869 391,*,02 17 59.5881687816 +57 08 49.776456876,~,15.788,15.1810,~,~,A3.1V,7,0
1017,476.45,100,2018A&A...616A..10G,B,NGC 869 391,*,02 17 59.5881687816 +57 08 49.776456876,~,15.788,15.1810,~,~,A3.1V,7,0
1018,479.19,60,2020A&A...633A..99C,B,NGC 869 393,*,02 17 59.5599501144 +57 06 55.704422304,~,15.747,15.180,~,~,~,4,0
1019,479.19,100,2018A&A...616A..10G,B,NGC 869 393,*,02 17 59.5599501144 +57 06 55.704422304,~,15.747,15.180,~,~,~,4,0
1020,540.43,50,2020A&A...633A..99C,B,NGC 869 395,*,02 18 00.3533645712 +57 12 33.575114628,~,14.829,14.370,~,13.8220,B8.8V,6,0
1021,540.43,100,2010ApJS..186..191C,B,NGC 869 395,*,02 18 00.3533645712 +57 12 33.575114628,~,14.829,14.370,~,13.8220,B8.8V,6,0
1022,540.43,100,2018A&A...616A..10G,B,NGC 869 395,*,02 18 00.3533645712 +57 12 33.575114628,~,14.829,14.370,~,13.8220,B8.8V,6,0
1023,600.39,60,2020A&A...633A..99C,B,NGC 869 397,*,02 18 00.5375296608 +57 14 21.224459724,~,15.826,15.259,~,14.578,B9.3V,6,0
1024,600.39,100,2010ApJS..186..191C,B,NGC 869 397,*,02 18 00.5375296608 +57 14 21.224459724,~,15.826,15.259,~,14.578,B9.3V,6,0
1025,600.39,100,2018A&A...616A..10G,B,NGC 869 397,*,02 18 00.5375296608 +57 14 21.224459724,~,15.826,15.259,~,14.578,B9.3V,6,0
1026,824.19,100,2018A&A...618A..93C,B,NGC 869 398,*,02 18 01.0170792048 +57 19 25.359008448,~,16.365,15.6280,~,14.8588,~,6,0
1027,824.19,100,2020A&A...633A..99C,B,NGC 869 398,*,02 18 01.0170792048 +57 19 25.359008448,~,16.365,15.6280,~,14.8588,~,6,0
1028,824.19,100,2020A&A...640A...1C,B,NGC 869 398,*,02 18 01.0170792048 +57 19 25.359008448,~,16.365,15.6280,~,14.8588,~,6,0
1029,519.00,80,2020A&A...633A..99C,B,NGC 869 408,*,02 18 01.5110587872 +57 04 00.052471092,~,14.225,13.7554,~,13.188,B7.6V,8,0
1030,519.00,80,2020A&A...640A...1C,B,NGC 869 408,*,02 18 01.5110587872 +57 04 00.052471092,~,14.225,13.7554,~,13.188,B7.6V,8,0
1031,519.00,100,2010ApJS..186..191C,B,NGC 869 408,*,02 18 01.5110587872 +57 04 00.052471092,~,14.225,13.7554,~,13.188,B7.6V,8,0
1032,519.00,100,2018A&A...616A..10G,B,NGC 869 408,*,02 18 01.5110587872 +57 04 00.052471092,~,14.225,13.7554,~,13.188,B7.6V,8,0
1033,499.86,80,2020A&A...633A..99C,B,NGC 869 410,*,02 18 02.0150525112 +57 04 34.936395564,~,15.143,14.641,~,14.0814,B8.9V,8,0
1034,499.86,80,2020A&A...640A...1C,B,NGC 869 410,*,02 18 02.0150525112 +57 04 34.936395564,~,15.143,14.641,~,14.0814,B8.9V,8,0
1035,499.86,100,2010ApJS..186..191C,B,NGC 869 410,*,02 18 02.0150525112 +57 04 34.936395564,~,15.143,14.641,~,14.0814,B8.9V,8,0
1036,499.86,100,2018A&A...616A..10G,B,NGC 869 410,*,02 18 02.0150525112 +57 04 34.936395564,~,15.143,14.641,~,14.0814,B8.9V,8,0
1037,448.66,90,2020A&A...633A..99C,B,NGC 869 414,*,02 18 02.8439435448 +57 07 33.427329456,~,15.592,15.0457,~,14.4655,B9.6V,7,0
1038,448.66,90,2020A&A...640A...1C,B,NGC 869 414,*,02 18 02.8439435448 +57 07 33.427329456,~,15.592,15.0457,~,14.4655,B9.6V,7,0
1039,448.66,100,2010ApJS..186..191C,B,NGC 869 414,*,02 18 02.8439435448 +57 07 33.427329456,~,15.592,15.0457,~,14.4655,B9.6V,7,0
1040,448.66,100,2018A&A...616A..10G,B,NGC 869 414,*,02 18 02.8439435448 +57 07 33.427329456,~,15.592,15.0457,~,14.4655,B9.6V,7,0
1041,450.41,50,2020A&A...633A..99C,B,NGC 869 423,*,02 18 03.7175359704 +57 06 29.483991864,~,15.842,15.0515,~,14.189,F1.2V,5,0
1042,450.41,100,2010ApJS..186..191C,B,NGC 869 423,*,02 18 03.7175359704 +57 06 29.483991864,~,15.842,15.0515,~,14.189,F1.2V,5,0
1043,454.32,80,2020A&A...633A..99C,B,NGC 869 429,*,02 18 04.4411712124 +57 10 15.281099966,~,14.878,14.312,~,13.640,A0.6V,9,0
1044,454.32,80,2020A&A...640A...1C,B,NGC 869 429,*,02 18 04.4411712124 +57 10 15.281099966,~,14.878,14.312,~,13.640,A0.6V,9,0
1045,454.32,100,2010ApJS..186..191C,B,NGC 869 429,*,02 18 04.4411712124 +57 10 15.281099966,~,14.878,14.312,~,13.640,A0.6V,9,0
1046,454.32,100,2018A&A...616A..10G,B,NGC 869 429,*,02 18 04.4411712124 +57 10 15.281099966,~,14.878,14.312,~,13.640,A0.6V,9,0
1047,466.41,80,2020A&A...633A..99C,B,NGC 869 430,*,02 18 04.5759461016 +57 10 55.019752572,~,14.645,14.1907,~,13.6366,B7.5V,8,0
1048,466.41,80,2020A&A...640A...1C,B,NGC 869 430,*,02 18 04.5759461016 +57 10 55.019752572,~,14.645,14.1907,~,13.6366,B7.5V,8,0
1049,466.41,100,2018A&A...616A..10G,B,NGC 869 430,*,02 18 04.5759461016 +57 10 55.019752572,~,14.645,14.1907,~,13.6366,B7.5V,8,0
1050,767.35,60,2020A&A...633A..99C,B,NGC 869 442,*,02 18 06.5816753544 +57 18 47.046483936,~,16.564,15.7840,~,14.963,A5.0V,5,0
1051,767.35,100,2010ApJS..186..191C,B,NGC 869 442,*,02 18 06.5816753544 +57 18 47.046483936,~,16.564,15.7840,~,14.963,A5.0V,5,0
1052,421.11,80,2020A&A...633A..99C,B,NGC 869 444,*,02 18 06.1584537096 +57 08 21.732648072,~,13.777,13.322,~,12.810,B8.1V,8,0
1053,421.11,80,2020A&A...640A...1C,B,NGC 869 444,*,02 18 06.1584537096 +57 08 21.732648072,~,13.777,13.322,~,12.810,B8.1V,8,0
1054,421.11,100,2010ApJS..186..191C,B,NGC 869 444,*,02 18 06.1584537096 +57 08 21.732648072,~,13.777,13.322,~,12.810,B8.1V,8,0
1055,421.11,100,2018A&A...616A..10G,B,NGC 869 444,*,02 18 06.1584537096 +57 08 21.732648072,~,13.777,13.322,~,12.810,B8.1V,8,0
1056,670.38,90,2020A&A...633A..99C,B,NGC 869 445,*,02 18 06.3829210042 +57 16 46.474747346,~,13.115,12.6720,~,12.1702,~,6,0
1057,670.38,90,2020A&A...640A...1C,B,NGC 869 445,*,02 18 06.3829210042 +57 16 46.474747346,~,13.115,12.6720,~,12.1702,~,6,0
1058,421.01,100,2010ApJS..186..191C,B,NGC 869 450,*,02 18 07.3140999216 +57 06 33.069946356,~,16.015,15.311,~,14.5486,A5.0V,4,0
1059,723.43,70,2020A&A...633A..99C,B,NGC 869 451,*,02 18 08.5333565375 +57 18 04.881405018,~,14.399,13.9075,~,13.3772,~,6,0
1060,723.43,70,2020A&A...640A...1C,B,NGC 869 451,*,02 18 08.5333565375 +57 18 04.881405018,~,14.399,13.9075,~,13.3772,~,6,0
1061,411.75,100,2010ApJS..186..191C,B,NGC 869 455,*,02 18 08.0811587156 +57 09 17.055406045,~,13.535,13.117,~,12.607,B6.4V,6,0
1062,466.25,90,2020A&A...633A..99C,B,NGC 869 457,*,02 18 08.6683997832 +57 12 02.114414640,~,16.506,15.826,~,14.9701,A6.4V,7,0
1063,466.25,90,2020A&A...640A...1C,B,NGC 869 457,*,02 18 08.6683997832 +57 12 02.114414640,~,16.506,15.826,~,14.9701,A6.4V,7,0
1064,466.25,100,2010ApJS..186..191C,B,NGC 869 457,*,02 18 08.6683997832 +57 12 02.114414640,~,16.506,15.826,~,14.9701,A6.4V,7,0
1065,466.25,100,2018A&A...616A..10G,B,NGC 869 457,*,02 18 08.6683997832 +57 12 02.114414640,~,16.506,15.826,~,14.9701,A6.4V,7,0
1066,397.69,90,2020A&A...633A..99C,B,NGC 869 462,*,02 18 09.0005095992 +57 08 13.259551128,~,14.846,14.3755,~,13.826,B7.8V,8,0
1067,397.69,90,2020A&A...640A...1C,B,NGC 869 462,*,02 18 09.0005095992 +57 08 13.259551128,~,14.846,14.3755,~,13.826,B7.8V,8,0
1068,397.69,100,2010ApJS..186..191C,B,NGC 869 462,*,02 18 09.0005095992 +57 08 13.259551128,~,14.846,14.3755,~,13.826,B7.8V,8,0
1069,397.69,100,2018A&A...616A..10G,B,NGC 869 462,*,02 18 09.0005095992 +57 08 13.259551128,~,14.846,14.3755,~,13.826,B7.8V,8,0
1070,441.17,100,2010ApJS..186..191C,B,NGC 869 464,*,02 18 09.0293512296 +57 04 51.255857568,~,15.122,14.566,~,13.9101,B9.1V,4,0
1071,385.89,100,2010ApJS..186..191C,B,NGC 869 472,*,02 18 10.4387920104 +57 07 57.230210136,~,~,13.408,~,12.844,B5.6V,7,0
1072,385.89,100,2018A&A...616A..10G,B,NGC 869 472,*,02 18 10.4387920104 +57 07 57.230210136,~,~,13.408,~,12.844,B5.6V,7,0
1073,601.39,100,2010ApJS..186..191C,B,NGC 869 474,*,02 18 10.8553930512 +57 15 47.060063424,~,16.424,15.555,~,14.466,F2.8V,4,0
1074,514.00,100,2010ApJ...722..605H,B,NGC 869 475,*,02 18 10.7569057920 +57 13 45.456175092,~,11.724,11.4000,~,~,B2.8V,8,0
1075,557.18,80,2020A&A...633A..99C,B,NGC 869 479,*,02 18 11.3442244320 +57 14 51.845942544,~,15.831,15.2598,~,14.5640,~,6,0
1076,557.18,80,2020A&A...640A...1C,B,NGC 869 479,*,02 18 11.3442244320 +57 14 51.845942544,~,15.831,15.2598,~,14.5640,~,6,0
1077,557.18,100,2018A&A...616A..10G,B,NGC 869 479,*,02 18 11.3442244320 +57 14 51.845942544,~,15.831,15.2598,~,14.5640,~,6,0
1078,382.75,100,2010ApJS..186..191C,B,NGC 869 489,*,02 18 11.5898699202 +57 09 11.920368951,~,14.951,14.474,~,13.8786,B9.4V,5,0
1079,518.16,50,2020A&A...633A..99C,B,NGC 869 494,*,02 18 12.7064201304 +57 14 08.301104880,~,~,12.863,~,12.4119,B4.0V,7,0
1080,518.16,100,2010ApJS..186..191C,B,NGC 869 494,*,02 18 12.7064201304 +57 14 08.301104880,~,~,12.863,~,12.4119,B4.0V,7,0
1081,518.16,100,2018A&A...616A..10G,B,NGC 869 494,*,02 18 12.7064201304 +57 14 08.301104880,~,~,12.863,~,12.4119,B4.0V,7,0
1082,469.96,80,2020A&A...633A..99C,B,NGC 869 499,*,02 18 13.2756577896 +57 13 01.666992828,~,15.465,14.9785,~,14.4110,B9.3V,7,0
1083,469.96,80,2020A&A...640A...1C,B,NGC 869 499,*,02 18 13.2756577896 +57 13 01.666992828,~,15.465,14.9785,~,14.4110,B9.3V,7,0
1084,469.96,100,2010ApJS..186..191C,B,NGC 869 499,*,02 18 13.2756577896 +57 13 01.666992828,~,15.465,14.9785,~,14.4110,B9.3V,7,0
1085,469.96,100,2018A&A...616A..10G,B,NGC 869 499,*,02 18 13.2756577896 +57 13 01.666992828,~,15.465,14.9785,~,14.4110,B9.3V,7,0
1086,382.39,100,2010ApJS..186..191C,B,NGC 869 500,*,02 18 13.1769097536 +57 10 01.386431040,~,15.904,15.382,~,14.7487,A1.5V,5,0
1087,382.39,100,2018A&A...616A..10G,B,NGC 869 500,*,02 18 13.1769097536 +57 10 01.386431040,~,15.904,15.382,~,14.7487,A1.5V,5,0
1088,365.81,100,2010ApJS..186..191C,B,NGC 869 502,*,02 18 13.0569761352 +57 07 32.410984908,~,15.686,15.0165,~,14.259,A0.1V,4,0
1089,445.77,80,2020A&A...633A..99C,B,NGC 869 504,*,02 18 13.5940366080 +57 12 25.539458652,~,15.355,14.837,~,14.235,B9.9V,7,0
1090,445.77,80,2020A&A...640A...1C,B,NGC 869 504,*,02 18 13.5940366080 +57 12 25.539458652,~,15.355,14.837,~,14.235,B9.9V,7,0
1091,445.77,100,2010ApJS..186..191C,B,NGC 869 504,*,02 18 13.5940366080 +57 12 25.539458652,~,15.355,14.837,~,14.235,B9.9V,7,0
1092,445.77,100,2018A&A...616A..10G,B,NGC 869 504,*,02 18 13.5940366080 +57 12 25.539458652,~,15.355,14.837,~,14.235,B9.9V,7,0
1093,456.59,70,2020A&A...633A..99C,B,NGC 869 505,Be?,02 18 13.6047560448 +57 12 43.633121112,~,12.755,12.4428,~,12.0225,B4V,9,0
1094,456.59,70,2020A&A...640A...1C,B,NGC 869 505,Be?,02 18 13.6047560448 +57 12 43.633121112,~,12.755,12.4428,~,12.0225,B4V,9,0
1095,456.59,100,2010ApJS..186..191C,B,NGC 869 505,Be?,02 18 13.6047560448 +57 12 43.633121112,~,12.755,12.4428,~,12.0225,B4V,9,0
1096,456.59,100,2018A&A...616A..10G,B,NGC 869 505,Be?,02 18 13.6047560448 +57 12 43.633121112,~,12.755,12.4428,~,12.0225,B4V,9,0
1097,356.68,90,2020A&A...633A..99C,B,NGC 869 510,*,02 18 14.3042609640 +57 08 43.274723208,~,13.962,13.5640,~,~,B5.7V,9,0
1098,356.68,90,2020A&A...640A...1C,B,NGC 869 510,*,02 18 14.3042609640 +57 08 43.274723208,~,13.962,13.5640,~,~,B5.7V,9,0
1099,356.68,100,2018A&A...616A..10G,B,NGC 869 510,*,02 18 14.3042609640 +57 08 43.274723208,~,13.962,13.5640,~,~,B5.7V,9,0
1100,515.22,80,2020A&A...633A..99C,B,NGC 869 512,*,02 18 14.2639763292 +57 01 49.207893835,~,16.021,15.300,~,14.5092,A4.3V,8,0
1101,515.22,80,2020A&A...640A...1C,B,NGC 869 512,*,02 18 14.2639763292 +57 01 49.207893835,~,16.021,15.300,~,14.5092,A4.3V,8,0
1102,515.22,100,2010ApJS..186..191C,B,NGC 869 512,*,02 18 14.2639763292 +57 01 49.207893835,~,16.021,15.300,~,14.5092,A4.3V,8,0
1103,515.22,100,2018A&A...616A..10G,B,NGC 869 512,*,02 18 14.2639763292 +57 01 49.207893835,~,16.021,15.300,~,14.5092,A4.3V,8,0
1104,485.40,100,2010ApJS..186..191C,B,NGC 869 513,*,02 18 15.1454283984 +57 13 41.725026228,~,14.324,13.956,~,13.468,B7.6V,5,0
1105,521.87,50,2020A&A...633A..99C,B,NGC 869 515,*,02 18 15.2219837496 +57 14 32.721945720,~,11.75,12.072,~,11.598,B4.9V,10,0
1106,521.87,100,2010ApJ...722..605H,B,NGC 869 515,*,02 18 15.2219837496 +57 14 32.721945720,~,11.75,12.072,~,11.598,B4.9V,10,0
1107,521.87,100,2010ApJS..186..191C,B,NGC 869 515,*,02 18 15.2219837496 +57 14 32.721945720,~,11.75,12.072,~,11.598,B4.9V,10,0
1108,521.87,100,2018A&A...616A..10G,B,NGC 869 515,*,02 18 15.2219837496 +57 14 32.721945720,~,11.75,12.072,~,11.598,B4.9V,10,0
1109,414.87,50,2020A&A...633A..99C,B,NGC 869 518,*,02 18 15.4313813376 +57 11 52.941018948,~,15.580,15.094,~,14.471,B8.6V,6,0
1110,414.87,100,2010ApJS..186..191C,B,NGC 869 518,*,02 18 15.4313813376 +57 11 52.941018948,~,15.580,15.094,~,14.471,B8.6V,6,0
1111,414.87,100,2018A&A...616A..10G,B,NGC 869 518,*,02 18 15.4313813376 +57 11 52.941018948,~,15.580,15.094,~,14.471,B8.6V,6,0
1112,374.89,70,2020A&A...633A..99C,B,NGC 869 519,*,02 18 15.0324566952 +57 05 44.578271472,~,15.512,14.959,~,14.305,A0.2V,7,0
1113,374.89,70,2020A&A...640A...1C,B,NGC 869 519,*,02 18 15.0324566952 +57 05 44.578271472,~,15.512,14.959,~,14.305,A0.2V,7,0
1114,374.89,100,2010ApJS..186..191C,B,NGC 869 519,*,02 18 15.0324566952 +57 05 44.578271472,~,15.512,14.959,~,14.305,A0.2V,7,0
1115,374.89,100,2018A&A...616A..10G,B,NGC 869 519,*,02 18 15.0324566952 +57 05 44.578271472,~,15.512,14.959,~,14.305,A0.2V,7,0
1116,357.42,60,2020A&A...633A..99C,B,NGC 869 523,*,02 18 15.8200971360 +57 09 46.533872844,~,15.245,14.783,~,14.196,B9.9V,6,0
