#,dist(asec),prob.,link ref,link,identifier,typ,coord1 (ICRS J2000/2000),Mag U,Mag B,Mag V,Mag R,Mag I,spec. type,#bib,#not
5365,2003.56,100,2010ApJS..186..191C,B,2MASS J02222840+5725311,*,02 22 28.3963404960 +57 25 31.112674284,~,~,17.5331,~,15.9440,G2.5V,2,0
5366,2425.52,100,2010ApJS..186..191C,B,2MASS J02232564+5726039,*,02 23 25.6408071984 +57 26 03.953973048,~,~,17.217,~,15.9776,A9.8V,2,0
5367,2358.86,100,2010ApJS..186..191C,B,2MASS J02233782+5718304,*,02 23 37.8264557592 +57 18 30.417141780,~,~,17.5684,~,15.9413,G2.2V,2,0
5368,2318.47,100,2010ApJS..186..191C,B,2MASS J02234045+5713109,*,02 23 40.4569710096 +57 13 10.958922660,~,~,17.261,~,15.9759,F8.0V,2,0
5369,1846.23,100,2010ApJS..186..191C,B,2MASS J02220075+5726225,*,02 22 00.7418054160 +57 26 22.509940668,~,~,17.2630,~,15.9766,F6.1V,2,0
5370,2308.93,100,2010ApJS..186..191C,B,2MASS J02233228+5658374,*,02 23 32.2832019720 +56 58 37.302765060,~,~,17.3493,~,15.9677,F9.0V,2,0
5371,2433.22,100,2010ApJS..186..191C,B,2MASS J02235114+5700336,*,02 23 51.1372816872 +57 00 33.572711556,~,~,17.5288,~,15.9513,G3.3V,2,0
5372,872.32,100,2010ApJS..186..191C,B,2MASS J02184304+5722264,*,02 18 43.0502852376 +57 22 26.428746072,~,~,17.2824,~,15.9802,G3.2V,2,0
5373,2444.49,100,2010ApJS..186..191C,B,2MASS J02234755+5719067,*,02 23 47.5651850592 +57 19 06.746011608,~,~,17.330,~,15.9777,A9.7V,2,0
5374,2320.26,100,2010ApJS..186..191C,B,2MASS J02233481+5717298,*,02 23 34.8177948168 +57 17 29.856576768,~,~,17.4230,~,15.9685,F6.2V,2,0
5375,2512.21,100,2010ApJS..186..191C,B,2MASS J02235848+5658565,*,02 23 58.4750937336 +56 58 56.519191056,~,~,17.311,~,15.9815,G1.8V,2,0
5376,596.33,100,2010ApJS..186..191C,B,2MASS J02184190+5658203,*,02 18 41.9082628032 +56 58 20.409798612,~,~,17.232,~,15.9924,G4.5V,2,0
5377,706.07,100,2010ApJS..186..191C,B,2MASS J02190136+5656169,*,02 19 01.364 +56 56 16.92,~,~,17.2160,~,15.9959,G0.0V,2,0
5378,2011.67,100,2010ApJS..186..191C,B,2MASS J02223297+5724439,*,02 22 32.9760947400 +57 24 43.953212844,~,~,17.363,~,15.9815,F3.6V,2,0
5379,1018.03,100,2010ApJS..186..191C,B,2MASS J02184669+5724565,*,02 18 46.7015342208 +57 24 56.416712436,~,~,17.2824,~,15.9904,F8.1V,2,0
5380,1292.57,100,2010ApJS..186..191C,B,2MASS J02211936+5717534,*,02 21 19.3668014928 +57 17 53.520110196,~,~,17.359,~,15.9841,F8.0V,2,0
5381,1871.88,100,2010ApJS..186..191C,B,2MASS J02220368+5726335,*,02 22 03.6768429744 +57 26 33.567519516,~,~,17.6052,~,15.9591,F8.7V,2,0
5382,1038.58,100,2010ApJS..186..191C,B,2MASS J02183864+5725093,*,02 18 38.6527253280 +57 25 09.256624392,~,~,17.3596,~,15.9865,G3.6V,2,0
5383,802.04,100,2010ApJS..186..191C,B,2MASS J02192766+5720469,*,02 19 27.6749331240 +57 20 47.003025660,~,~,17.373,~,15.9916,G9.0V,2,0
5384,2181.65,100,2010ApJS..186..191C,B,2MASS J02231674+5658555,*,02 23 16.7658068088 +56 58 55.494235956,~,~,17.261,~,16.0047,G2.1V,2,0
5385,1548.79,100,2010ApJS..186..191C,B,2MASS J02211006+5726404,*,02 21 10.0760863032 +57 26 40.344859680,~,~,17.3587,~,15.9983,G0.4V,2,0
5386,1006.68,100,2010ApJS..186..191C,B,2MASS J02173899+5720596,*,02 17 39.0025815600 +57 20 59.559537516,~,~,17.5170,~,15.9832,G5.7V,2,0
5387,1184.25,100,2010ApJS..186..191C,B,2MASS J02173408+5651558,*,02 17 34.0843290336 +56 51 55.827866340,~,~,17.219,~,16.0150,F8.5V,2,0
5388,1109.97,100,2010ApJS..186..191C,B,2MASS J02204566+5656459,*,02 20 45.6788339952 +56 56 45.975974172,~,~,17.3793,~,15.9984,G4.9V,2,0
5389,2567.46,100,2010ApJS..186..191C,B,2MASS J02241175+5712378,*,02 24 11.7573014040 +57 12 37.770325776,~,~,17.5130,~,15.9844,G4.1V,2,0
5390,1760.89,100,2010ApJS..186..191C,B,2MASS J02221912+5718571,*,02 22 19.1458071696 +57 18 57.197297088,~,~,17.405,~,15.9966,F8.5V,2,0
5391,1716.45,100,2010ApJS..186..191C,B,2MASS J02220424+5721335,*,02 22 04.2437440776 +57 21 33.511403016,~,~,17.3328,~,16.0086,F6.5V,2,0
5392,2432.06,100,2010ApJS..186..191C,B,2MASS J02235631+5710177,*,02 23 56.3071375728 +57 10 17.656134384,~,~,17.3503,~,16.0114,F9.0V,2,0
5393,1050.25,100,2010ApJS..186..191C,B,2MASS J02193848+5724395,*,02 19 38.4900186888 +57 24 39.577061808,~,~,17.4766,~,16.0028,F9.9V,2,0
5394,2406.19,100,2010ApJS..186..191C,B,2MASS J02235158+5712534,*,02 23 51.5916058896 +57 12 53.376735996,~,~,17.4704,~,16.0036,G3.7V,2,0
5395,882.06,100,2010ApJS..186..191C,B,2MASS J02203873+5713263,*,02 20 38.7439485072 +57 13 26.461959996,~,~,17.4143,~,16.0170,F8.5V,2,0
5396,2243.09,100,2010ApJS..186..191C,B,2MASS J02233340+5708144,*,02 23 33.4102681224 +57 08 14.338911048,~,~,17.5122,~,16.0068,G1.7V,2,0
5397,834.68,100,2010ApJS..186..191C,B,2MASS J02203352+5713047,*,02 20 33.5195834880 +57 13 04.826087184,~,~,17.5003,~,16.0102,K0.1V,2,0
5398,958.34,100,2010ApJS..186..191C,B,2MASS J02201047+5720378,*,02 20 10.4865394512 +57 20 37.854112812,~,~,17.6282,~,15.9972,G3.0V,2,0
5399,706.95,100,2010ApJS..186..191C,B,2MASS J02192951+5657044,*,02 19 29.5171215288 +56 57 04.405447944,~,~,17.4135,~,16.0203,F9.4V,2,0
5400,715.28,100,2010ApJS..186..191C,B,2MASS J02193559+5718485,*,02 19 35.6105833704 +57 18 48.585275208,~,~,17.350,~,16.0280,G9.4V,2,0
5401,2646.60,100,2010ApJS..186..191C,B,2MASS J02240094+5652273,*,02 24 00.9448769424 +56 52 27.349076712,~,~,17.5502,~,16.0070,G7.0V,2,0
5402,777.59,100,2010ApJS..186..191C,B,ZTF J021749.35+571705.7,RS*,02 17 49.3563690360 +57 17 05.669394972,~,~,17.4558,~,16.0185,G1.1V,3,0
5403,2351.12,100,2010ApJS..186..191C,B,2MASS J02234640+5710061,*,02 23 46.4072219328 +57 10 06.137380848,~,~,17.5879,~,16.0050,K1.8V,2,0
5404,980.90,100,2010ApJS..186..191C,B,2MASS J02181958+5723329,*,02 18 19.5917240640 +57 23 32.938096452,~,~,17.6162,~,16.0042,G5.9V,2,0
5405,2610.22,100,2010ApJS..186..191C,B,2MASS J02241652+5713183,*,02 24 16.5248004576 +57 13 18.381338724,~,~,17.4391,~,16.0261,F9.5V,2,0
5406,2380.91,100,2010ApJS..186..191C,B,2MASS J02234256+5659171,*,02 23 42.5650126320 +56 59 17.073583116,~,~,17.3188,~,16.0393,G1.1V,2,0
5407,695.34,100,2010ApJS..186..191C,B,2MASS J02193481+5657359,*,02 19 34.820 +56 57 35.94,~,~,17.2572,~,16.0480,F8.7V,2,0
5408,955.86,100,2010ApJS..186..191C,B,2MASS J02205352+5705219,*,02 20 53.5288903656 +57 05 21.893971920,~,~,17.4469,~,16.0280,G1.3V,2,0
5409,2254.67,100,2010ApJS..186..191C,B,2MASS J02232072+5656291,*,02 23 20.7259706544 +56 56 29.194583748,~,~,17.3951,~,16.0376,G7.3V,2,0
5410,1438.90,100,2010ApJS..186..191C,B,2MASS J02210839+5724165,*,02 21 08.4137983968 +57 24 16.553048724,~,~,17.3502,~,16.0426,G2.8V,2,0
5411,1392.57,100,2010ApJS..186..191C,B,2MASS J02212663+5719349,*,02 21 26.6411863152 +57 19 35.032716480,~,~,17.5257,~,16.0252,G5.3V,2,0
5412,2168.15,100,2010ApJS..186..191C,B,2MASS J02225683+5724140,*,02 22 56.8369609200 +57 24 13.855737384,~,~,17.438,~,16.0369,F6.9V,3,0
5413,607.31,100,2010ApJS..186..191C,B,2MASS J02201226+5707226,*,02 20 12.2761830408 +57 07 22.624451508,~,~,17.6831,~,16.0111,G3.5V,2,0
5414,804.32,100,2010ApJS..186..191C,B,2MASS J02173843+5700050,*,02 17 38.4522290112 +57 00 05.084597916,~,~,17.295,~,16.0533,G9.3V,2,0
5415,899.96,100,2010ApJS..186..191C,B,2MASS J02171426+5713201,*,02 17 14.2698858384 +57 13 19.966570428,~,~,17.5082,~,16.0312,K2.7V,2,0
5416,886.18,100,2010ApJS..186..191C,B,2MASS J02201699+5657555,*,02 20 16.9936494480 +56 57 55.537981092,~,~,17.3219,~,16.0510,G2.0V,2,0
5417,2149.72,100,2010ApJS..186..191C,B,2MASS J02224498+5726319,*,02 22 44.9957089344 +57 26 31.783013448,~,~,17.473,~,16.0357,G1.0V,2,0
5418,1250.00,100,2010ApJS..186..191C,B,2MASS J02171107+5723037,*,02 17 11.0729364408 +57 23 03.668557848,~,~,17.5332,~,16.0296,G1.1V,2,0
5419,700.13,100,2010ApJS..186..191C,B,2MASS J02202383+5708110,*,02 20 23.8452945888 +57 08 11.088323160,~,~,17.412,~,16.0481,G1.7V,2,0
5420,1013.86,100,2010ApJS..186..191C,B,2MASS J02203985+5658232,*,02 20 39.8600014152 +56 58 23.376742932,~,~,17.3263,~,16.0591,G0.5V,3,0
5421,1209.03,100,2010ApJS..186..191C,B,2MASS J02202083+5651216,*,02 20 20.8605854184 +56 51 21.583621080,~,~,17.3671,~,16.0576,G5.5V,2,0
5422,852.91,100,2010ApJS..186..191C,B,2MASS J02180603+5720245,*,02 18 06.0315422424 +57 20 24.417795408,~,~,17.3611,~,16.0584,G3.0V,2,0
5423,2339.10,100,2010ApJS..186..191C,B,ZTF J022330.90+565612.3,EB*,02 23 30.9083328504 +56 56 12.274893744,~,~,17.5734,~,16.0412,G3.4V,3,0
5424,793.18,100,2010ApJS..186..191C,B,2MASS J02180903+5656365,*,02 18 09.0380063280 +56 56 36.461039172,~,~,17.4047,~,16.0656,G1.8V,2,0
5425,2299.99,100,2010ApJS..186..191C,B,2MASS J02233811+5703300,*,02 23 38.1164429232 +57 03 29.947699548,~,~,17.5267,~,16.0561,G4.5V,2,0
5426,2551.70,100,2010ApJS..186..191C,B,2MASS J02240912+5703240,*,02 24 09.1187380824 +57 03 23.953295196,~,~,17.5836,~,16.0516,G8.1V,2,0
5427,1738.10,100,2010ApJS..186..191C,B,2MASS J02220872+5721104,*,02 22 08.720 +57 21 10.47,~,~,17.502,~,16.0619,G1.7V,2,0
5428,2767.25,100,2010ApJS..186..191C,B,2MASS J02241730+5724143,*,02 24 17.3081907648 +57 24 14.281396416,~,~,17.6293,~,16.0512,F7.6V,2,0
5429,2604.39,100,2010ApJS..186..191C,B,2MASS J02235936+5722563,*,02 23 59.3647845144 +57 22 56.335527336,~,~,17.506,~,16.0667,F4.0V,2,0
5430,730.18,100,2010ApJS..186..191C,B,ZTF J021900.02+565552.4,BY*,02 19 00.0155283864 +56 55 52.435806852,~,~,17.4271,~,16.0760,G5.1V,3,0
5431,1421.75,100,2010ApJS..186..191C,B,2MASS J02213276+5719047,*,02 21 32.7722304000 +57 19 04.769935500,~,~,17.6483,~,16.0531,G7.0V,2,0
5432,1020.74,100,2010ApJS..186..191C,B,2MASS J02175227+5722336,*,02 17 52.2718430496 +57 22 33.551962392,~,~,17.4191,~,16.0785,G0.6V,2,0
5433,1553.61,100,2010ApJS..186..191C,B,2MASS J02211642+5725552,*,02 21 16.4383022304 +57 25 55.293040092,~,~,17.7812,~,16.0432,G6.1V,2,0
5434,2633.44,100,2010ApJS..186..191C,B,2MASS J02240775+5721020,*,02 24 07.7658093504 +57 21 01.977658272,~,~,17.7201,~,16.0505,G4.5V,2,0
5435,654.91,100,2010ApJS..186..191C,B,2MASS J02195623+5715337,*,02 19 56.2495302624 +57 15 33.624956160,~,~,17.3362,~,16.0917,G2.9V,2,0
5436,1401.35,100,2010ApJS..186..191C,B,2MASS J02210351+5724042,*,02 21 03.5178056520 +57 24 04.041887760,~,~,17.6424,~,16.0601,G8.4V,2,0
5437,644.29,100,2010ApJS..186..191C,B,2MASS J02174916+5713239,*,02 17 49.1700247152 +57 13 23.956248756,~,~,17.5438,~,16.0707,K5.9V,2,0
5438,1654.21,100,2010ApJS..186..191C,B,2MASS J02214110+5651439,*,02 21 41.1093254640 +56 51 44.074611648,~,~,17.4677,~,16.0818,G2.4V,2,0
5439,1974.48,100,2010ApJS..186..191C,B,2MASS J02224883+5658131,*,02 22 48.8356871760 +56 58 13.045569240,~,~,17.4565,~,16.0844,F9.7V,2,0
5440,1816.20,100,2010ApJS..186..191C,B,2MASS J02222129+5720379,*,02 22 21.3113201112 +57 20 37.991349960,~,~,17.7432,~,16.0549,K3.9V,2,0
5441,1953.18,100,2010ApJS..186..191C,B,2MASS J02224551+5657588,*,02 22 45.5256516624 +56 57 58.789226664,~,~,17.7077,~,16.0593,K4.2V,2,0
5442,730.36,100,2010ApJS..186..191C,B,2MASS J02182198+5719122,*,02 18 21.9862839120 +57 19 12.232673292,~,~,17.4234,~,16.0919,F9.8V,2,0
5443,2378.88,100,2010ApJS..186..191C,B,2MASS J02234994+5707062,*,02 23 49.9418080200 +57 07 06.170714436,~,~,17.6028,~,16.0728,G0.7V,2,0
5444,2337.11,100,2010ApJS..186..191C,B,ATO J035.8952+56.9685,EB*,02 23 34.8587831376 +56 58 06.916641744,~,~,17.4605,~,16.0888,G8.1V,5,0
5445,2179.30,100,2010ApJS..186..191C,B,2MASS J02231173+5719498,*,02 23 11.7427207128 +57 19 49.811277000,~,~,17.5340,~,16.0813,F4.5V,2,0
5446,1000.70,100,2010ApJS..186..191C,B,2MASS J02204783+5700389,*,02 20 47.8513519032 +57 00 38.777111028,~,~,17.7406,~,16.0641,G5.6V,2,0
5447,1827.28,100,2010ApJS..186..191C,B,2MASS J02221646+5722232,*,02 22 16.4820669720 +57 22 23.370424248,~,~,17.7174,~,16.0693,G1.5V,2,0
5448,846.99,100,2010ApJS..186..191C,B,2MASS J02204180+5707303,*,02 20 41.8042644936 +57 07 30.340412148,~,~,17.4707,~,16.0974,G3.7V,2,0
5449,955.76,100,2010ApJS..186..191C,B,2MASS J02191548+5652174,*,02 19 15.4879532088 +56 52 17.573670660,~,~,17.4337,~,16.1045,G5.8V,2,0
5450,656.18,100,2010ApJS..186..191C,B,2MASS J02201061+5712458,*,02 20 10.6252960128 +57 12 45.748902960,~,~,17.6086,~,16.0898,G6.6V,2,0
5451,1995.56,100,2010ApJS..186..191C,B,2MASS J02223432+5723505,*,02 22 34.3258487304 +57 23 50.556238980,~,~,17.6211,~,16.0902,G0.6V,2,0
5452,2442.10,100,2010ApJS..186..191C,B,2MASS J02235697+5711315,*,02 23 56.9839045080 +57 11 31.563533724,~,~,17.4708,~,16.1062,F8.3V,2,0
5453,698.72,100,2010ApJS..186..191C,B,2MASS J02181554+5718109,*,02 18 15.5501148480 +57 18 10.881099936,~,~,17.723,~,16.0803,K2.1V,2,0
5454,706.40,50,2020A&A...633A..99C,B,2MASS J02195710+5716392,*,02 19 57.1150862112 +57 16 39.201699072,~,~,17.5980,~,16.0939,G2.0V,3,0
5455,706.40,100,2010ApJS..186..191C,B,2MASS J02195710+5716392,*,02 19 57.1150862112 +57 16 39.201699072,~,~,17.5980,~,16.0939,G2.0V,3,0
5456,1125.19,100,2010ApJS..186..191C,B,2MASS J02171725+5720568,*,02 17 17.2545138240 +57 20 56.711685804,~,~,17.401,~,16.1158,F9.7V,2,0
5457,854.53,100,2010ApJS..186..191C,B,2MASS J02173931+5658368,*,02 17 39.3215166000 +56 58 36.731396172,~,~,17.3701,~,16.1192,K1.0V,2,0
5458,2290.08,100,2010ApJS..186..191C,B,2MASS J02232813+5657453,*,02 23 28.1421996624 +56 57 45.276554376,~,~,17.6688,~,16.0901,G5.5V,2,0
5459,694.75,100,2010ApJS..186..191C,B,2MASS J02173409+5710185,*,02 17 34.1039907312 +57 10 18.569523072,~,~,17.5868,~,16.1023,G1.1V,2,0
5460,869.52,100,2010ApJS..186..191C,B,2MASS J02200602+5719128,*,02 20 06.0365086320 +57 19 12.815016420,~,~,17.502,~,16.1179,F9.2V,2,0
5461,2469.38,100,2010ApJS..186..191C,B,2MASS J02240121+5708158,*,02 24 01.2139804800 +57 08 15.801743148,~,~,17.5759,~,16.1144,G5.6V,2,0
5462,1034.50,100,2010ApJS..186..191C,B,2MASS J02192434+5724543,*,02 19 24.3614130552 +57 24 54.297648288,~,~,17.7570,~,16.0979,F9.0V,2,0
5463,937.96,100,2010ApJS..186..191C,B,2MASS J02204259+5714356,*,02 20 42.6033191304 +57 14 35.680395948,~,~,17.5389,~,16.1212,G2.9V,2,0
5464,1048.56,70,2020A&A...633A..99C,B,2MASS J02192726+5725034,*,02 19 27.2630640480 +57 25 03.454373928,~,~,17.5420,~,16.1214,F7.0V,4,0
5465,1048.56,70,2020A&A...640A...1C,B,2MASS J02192726+5725034,*,02 19 27.2630640480 +57 25 03.454373928,~,~,17.5420,~,16.1214,F7.0V,4,0
5466,1048.56,100,2010ApJS..186..191C,B,2MASS J02192726+5725034,*,02 19 27.2630640480 +57 25 03.454373928,~,~,17.5420,~,16.1214,F7.0V,4,0
5467,1153.09,100,2010ApJS..186..191C,B,2MASS J02171841+5654235,*,02 17 18.4162182288 +56 54 23.500503216,~,~,17.4702,~,16.1301,G3.7V,2,0
5468,772.42,100,2010ApJS..186..191C,B,2MASS J02181504+5656335,*,02 18 15.0463589616 +56 56 33.440282340,~,~,17.3954,~,16.1401,G5.2V,2,0
5469,2473.01,100,2010ApJS..186..191C,B,2MASS J02234869+5720182,*,02 23 48.6921127080 +57 20 18.266158932,~,~,17.7744,~,16.1022,F9.5V,2,0
5470,1086.13,100,2010ApJS..186..191C,B,2MASS J02203652+5655537,*,02 20 36.5165611464 +56 55 53.735276496,~,~,17.5653,~,16.1297,G2.2V,2,0
5471,2528.55,100,2010ApJS..186..191C,B,2MASS J02234252+5725145,*,02 23 42.5242244208 +57 25 14.453725080,~,~,17.5667,~,16.1313,F9.5V,2,0
5472,2298.64,100,2010ApJS..186..191C,B,2MASS J02233339+5716440,*,02 23 33.3989845008 +57 16 44.074808148,~,~,17.6343,~,16.1248,F4.8V,2,0
5473,997.98,100,2010ApJS..186..191C,B,2MASS J02182531+5724049,*,02 18 25.3108506432 +57 24 04.876783524,~,~,17.6561,~,16.1280,K2.5V,2,0
5474,2146.29,100,2010ApJS..186..191C,B,2MASS J02231990+5712167,*,02 23 19.9045528968 +57 12 16.607787444,~,~,17.5877,~,16.136,F7.8V,2,0
5475,2170.87,100,2010ApJS..186..191C,B,2MASS J02225054+5725562,*,02 22 50.5560984960 +57 25 56.248205664,~,~,17.500,~,16.1452,F8.3V,2,0
5476,1091.01,100,2010ApJS..186..191C,B,2MASS J02172614+5654487,*,02 17 26.1559040088 +56 54 48.680244288,~,~,17.4634,~,16.1515,G9.0V,2,0
5477,609.99,100,2010ApJS..186..191C,B,2MASS J02201124+5710062,*,02 20 11.2484136552 +57 10 06.311847936,~,~,17.6052,~,16.138,G4.9V,2,0
5478,1201.65,100,2010ApJS..186..191C,B,2MASS J02205382+5720292,*,02 20 53.8086089256 +57 20 29.274506268,~,~,17.7076,~,16.1300,G3.3V,2,0
5479,920.39,100,2010ApJS..186..191C,B,2MASS J02200065+5655180,*,02 20 00.6574882416 +56 55 18.099326136,~,~,17.880,~,16.1120,K4.6V,2,0
5480,1864.59,100,2010ApJS..186..191C,B,2MASS J02221698+5652510,*,02 22 16.9958285856 +56 52 51.015207684,~,~,17.4962,~,16.1531,G5.0V,2,0
5481,1983.27,100,2010ApJS..186..191C,B,2MASS J02224766+5719139,*,02 22 47.6709978720 +57 19 13.936928916,~,~,17.7410,~,16.1297,F5.3V,2,0
5482,1401.74,100,2010ApJS..186..191C,B,2MASS J02205097+5725423,*,02 20 50.9836875648 +57 25 42.295254132,~,~,17.4445,~,16.1630,F8.6V,2,0
5483,1136.38,100,2010ApJS..186..191C,B,2MASS J02194709+5725462,*,02 19 47.1120199704 +57 25 46.253620560,~,~,17.5530,~,16.1541,G0.3V,2,0
5484,1078.13,100,2010ApJS..186..191C,B,ZTF J021720.55+565553.1,RS*,02 17 20.5553156832 +56 55 53.141294964,~,~,17.6516,~,16.1446,G3.9V,3,0
5485,1694.01,100,2010ApJS..186..191C,B,2MASS J02220040+5721437,*,02 22 00.4088307120 +57 21 43.807033512,~,~,17.6062,~,16.1499,G3.2V,2,0
5486,2631.74,100,2010ApJS..186..191C,B,2MASS J02240780+5720547,*,02 24 07.8148940544 +57 20 54.680413128,~,~,17.6814,~,16.1431,G0.9V,2,0
5487,686.33,100,2010ApJS..186..191C,B,2MASS J02182615+5718387,*,02 18 26.1760262952 +57 18 38.743829820,~,~,17.4826,~,16.1651,F8.3V,2,0
5488,908.72,100,2010ApJS..186..191C,B,2MASS J02172633+5716451,*,02 17 26.3392582512 +57 16 45.059062728,~,~,17.5229,~,16.1610,G2.1V,2,0
5489,1173.54,100,2010ApJS..186..191C,B,2MASS J02200808+5725082,*,02 20 08.0969134824 +57 25 08.384562912,~,~,17.4796,~,16.1678,F9.5V,2,0
5490,693.37,100,2010ApJS..186..191C,B,2MASS J02190360+5656304,*,02 19 03.6184588488 +56 56 30.634805256,~,~,17.4419,~,16.1735,G5.1V,2,0
5491,2465.83,100,2010ApJS..186..191C,B,2MASS J02234771+5720198,*,02 23 47.7041270688 +57 20 19.895904168,~,~,17.6988,~,16.1465,F9.7V,2,0
5492,869.27,100,2010ApJS..186..191C,B,2MASS J02171634+5703348,*,02 17 16.3399617768 +57 03 34.790462316,~,~,17.5614,~,16.1623,G6.6V,2,0
5493,621.11,100,2010ApJS..186..191C,B,2MASS J02191767+5658027,*,02 19 17.6740978440 +56 58 02.734274532,~,~,17.4668,~,16.1725,G5.0V,2,0
5494,2386.93,100,2010ApJS..186..191C,B,2MASS J02234437+5716504,*,02 23 44.3744832600 +57 16 50.513939256,~,~,17.6540,~,16.1555,G4.7V,2,0
5495,745.46,100,2010ApJS..186..191C,B,2MASS J02190118+5720274,*,02 19 01.1934108720 +57 20 27.363157692,~,~,17.5160,~,16.1719,F7.0V,2,0
5496,895.34,100,2010ApJS..186..191C,B,2MASS J02204265+5712362,*,02 20 42.6662936784 +57 12 36.287052012,~,~,17.6063,~,16.1638,F9.7V,2,0
5497,1369.78,100,2010ApJS..186..191C,B,2MASS J02170660+5650577,*,02 17 06.6098791104 +56 50 57.602937840,~,~,17.4739,~,16.1780,G7.3V,2,0
5498,805.89,50,2020A&A...633A..99C,B,ZTF J021748.49+565828.4,EB*,02 17 48.5008822128 +56 58 28.370754732,~,~,17.5277,~,16.1732,G5.4V,5,0
5499,805.89,100,2010ApJS..186..191C,B,ZTF J021748.49+565828.4,EB*,02 17 48.5008822128 +56 58 28.370754732,~,~,17.5277,~,16.1732,G5.4V,5,0
5500,2304.91,100,2010ApJS..186..191C,B,2MASS J02232712+5720131,*,02 23 27.1307844960 +57 20 13.118060400,~,~,17.5796,~,16.1683,F8.4V,2,0
5501,1336.57,100,2010ApJS..186..191C,B,2MASS J02212288+5657414,*,02 21 22.9010906952 +56 57 41.432912280,~,~,17.7213,~,16.1536,F9.9V,2,0
5502,2305.44,100,2010ApJS..186..191C,B,2MASS J02232494+5721069,*,02 23 24.948 +57 21 06.90,~,~,17.7291,~,16.1531,G0.2V,2,0
5503,688.15,100,2010ApJS..186..191C,B,2MASS J02182879+5718489,*,02 18 28.7997921528 +57 18 48.886423416,~,~,17.857,~,16.1412,K5.1V,2,0
5504,1283.08,100,2010ApJS..186..191C,B,2MASS J02171887+5724435,*,02 17 18.8717215560 +57 24 43.478354196,~,~,17.850,~,16.1437,K3.1V,2,0
5505,2561.69,100,2010ApJS..186..191C,B,2MASS J02235394+5722522,*,02 23 53.9386957464 +57 22 52.217163840,~,~,17.6611,~,16.1670,F5.5V,2,0
5506,2555.72,100,2010ApJS..186..191C,B,2MASS J02235800+5720545,*,02 23 58.0101462768 +57 20 54.524863608,~,~,17.6770,~,16.1686,F8.0V,2,0
5507,2676.84,100,2010ApJS..186..191C,B,2MASS J02235791+5726400,*,02 23 57.9183377904 +57 26 40.001072280,~,~,17.7075,~,16.1662,F7.6V,2,0
5508,1983.78,100,2010ApJS..186..191C,B,2MASS J02224417+5720304,*,02 22 44.1927513600 +57 20 30.431321736,~,~,17.5363,~,16.1848,F2.1V,2,0
5509,1234.74,100,2010ApJS..186..191C,B,2MASS J02205143+5654274,*,02 20 51.4468757304 +56 54 27.439930404,~,~,17.4856,~,16.1932,F9.7V,2,0
5510,1367.81,100,2010ApJS..186..191C,B,2MASS J02205520+5651470,*,02 20 55.2124223448 +56 51 47.004094836,~,~,17.5554,~,16.1866,G9.7V,2,0
5511,1250.84,100,2010ApJS..186..191C,B,2MASS J02172716+5651146,*,02 17 27.1691266728 +56 51 14.557847400,~,~,17.4716,~,16.1963,F8.6V,2,0
5512,2278.85,100,2010ApJS..186..191C,B,2MASS J02233661+5711505,*,02 23 36.6288840744 +57 11 50.480328696,~,~,17.5839,~,16.1855,G0.1V,3,0
5513,691.05,100,2010ApJS..186..191C,B,2MASS J02201186+5702254,*,02 20 11.8681261152 +57 02 25.499028264,~,~,17.5920,~,16.1856,G9.0V,2,0
5514,1318.58,100,2010ApJS..186..191C,B,2MASS J02203976+5651001,*,02 20 39.7736016216 +56 51 00.204604380,~,~,17.5230,~,16.1941,G2.6V,2,0
5515,1080.51,100,2010ApJS..186..191C,B,2MASS J02195752+5724084,*,02 19 57.5316058608 +57 24 08.378620632,~,~,17.5267,~,16.1954,G1.1V,2,0
5516,1188.53,100,2010ApJS..186..191C,B,2MASS J02210055+5718501,*,02 21 00.5523478560 +57 18 50.224181400,~,~,17.5526,~,16.1930,F9.7V,2,0
5517,916.14,100,2010ApJS..186..191C,B,2MASS J02185058+5652481,*,02 18 50.5780473048 +56 52 48.183385980,~,~,17.5250,~,16.1975,G0.1V,2,0
5518,2372.04,100,2010ApJS..186..191C,B,2MASS J02234817+5711470,*,02 23 48.1790076912 +57 11 47.025468600,~,~,17.881,~,16.1599,K4.6V,2,0
5519,1055.81,100,2010ApJS..186..191C,B,2MASS J02195499+5723508,*,02 19 55.0036721688 +57 23 50.949044628,~,~,17.9126,~,16.1571,G9.5V,2,0
5520,795.10,100,2010ApJS..186..191C,B,2MASS J02202205+5714470,*,02 20 22.0553947944 +57 14 46.961492424,~,~,17.5409,~,16.1974,G2.0V,2,0
5521,1948.06,100,2010ApJS..186..191C,B,2MASS J02224762+5717201,*,02 22 47.6211209280 +57 17 20.142107700,~,~,17.6823,~,16.1825,F9.4V,3,0
5522,1139.46,100,2010ApJS..186..191C,B,2MASS J02193630+5726182,*,02 19 36.3241319808 +57 26 18.325022244,~,~,17.6803,~,16.1840,F5.7V,2,0
5523,816.77,100,2010ApJS..186..191C,B,2MASS J02182447+5720530,*,02 18 24.4736184504 +57 20 52.966355928,~,~,17.5506,~,16.2007,F9.1V,2,0
5524,2736.54,100,2010ApJS..186..191C,B,2MASS J02241425+5723521,*,02 24 14.2610219688 +57 23 52.063849248,~,~,17.8675,~,16.1680,F8.2V,2,0
